what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1312154397841
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312154397876
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1312154399856
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154402729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154405639
started,bundle,org.eclipse.draw2d,3.7.0.v20110425-2050,"org.eclipse.draw2d",1312154418708
error,log,,,"main.xml: Failed to convert @drawable/widget_bg_normal into a drawable",1312154421007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154451544
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1312154456928
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1312154457854
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1312154457887
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154474368
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.ui.views.PropertySheet while still in the middle of activating part org.eclipse.jdt.ui.PackageExplorer",1312154474375
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1312154481887
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1312154481926
error,log,,,"Malformed javadoc, rejected by FormText for node string: '@Strings@, with optional simple formatting, can be stored and retrieved as resources. You can add formatting to your string by using three standard HTML tags: b, i, and u. If you use an apostrophe or a quote in your string, you must either escape it or enclose the whole string in the other kind of enclosing quotes.'",1312154484801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154489313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154496879
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154500299
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312154500932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154516690
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1312154523763
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312154531664
error,log,,,"main.xml: Failed to convert @drawable/widget_bg_normal into a drawable",1312154543052
activated,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1312154553731
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312154553750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154568720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1312154595608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154597021
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154623660
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312154624657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154629831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154630825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154632265
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312154641937
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312154647134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154650581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154657139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154703754
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154705047
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1312154705897
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1312154705935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154710449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154725668
started,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1312154725761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312154729117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154731054
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312154737027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154743971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154772654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154777859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154781621
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154783936
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1312154785979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154789969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154793624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154799817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154803531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154814599
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.xml.XmlEditor",1312154898964
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.xml.XmlEditor",1312154899029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154899140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1312154899303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154904499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154909534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312154912407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154913361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154916861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154927512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154928071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154929939
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154935418
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1312154935745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154944929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312154946985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154953376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312154986711
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312154988196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155001913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155007959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1312155008033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155013875
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1312155055112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155056104
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155057002
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1312155057299
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1312155057616
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155057701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155059741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155074185
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1312155077171
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1312155077175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155083014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155090875
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312155091947
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312155097728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155098153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155358864
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155360376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312155361428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155364918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155374074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312155375397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155482969
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312155485264
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155493782
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312155498689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155507113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155508910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155510801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155617314
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155619382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1312155630209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312155632947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312155633828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155639595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155662097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155674622
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312155676456
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155681274
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155708062
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155734492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155737834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155743420
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155743657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155747736
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155752846
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155757306
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155762525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155764180
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155770108
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155774437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155775659
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312155779484
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155781761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155785977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155788753
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155788953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155789991
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312155792674
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155792954
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155796722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155801972
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312155808338
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155808649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155830865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155834600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155836978
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312155837157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155838389
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312155848952
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312155855923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155863461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155875111
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155879604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155903625
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312155907936
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312155916862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155919267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155927330
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1312155931669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312155939530
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312155942168
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312155942507
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155945167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312155982873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1312155996338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312155997932
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1312156017948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156044160
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312156048697
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312156058818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156071898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156091840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156095071
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312156098383
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312156104987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156109772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1312156123973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312156125076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156125891
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312156130987
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312156136019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156146370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156149494
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312156152158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156224090
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312156230701
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312156233556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156242132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156265254
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312156268568
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.import",1312156320664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156323785
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1312156326411
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312156328962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312156340450
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1312156344704
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312156348808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312156352311
